Wahlart,Wahltag,Gebietsart,Gebietsnummer,Gebietsname,UegGebietsart,UegGebietsnummer,Gruppenart,Gruppenname,Gruppenreihenfolge,Stimme,Anzahl,Prozent,VorpAnzahl,VorpProzent,DiffProzent,DiffProzentPkt,Bemerkung,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,DiB,23,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,DiB,23,2,,,162,0,109996,,0,109996,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Übrige,1000,2,,,464,0,31505,,0,31505,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Wahlberechtigte,-4,,197490,,196136,,0,690337,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Wählende,-3,,151308,76,615525,153036,78,25452,-1,129146,-1,409927,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Ungültige,-2,1,1927,1,273561,1268,0,828563,51,971609,0,444998,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Ungültige,-2,2,1089,0,719724,1238,0,80896,-12,35541,0,89236,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Gültige,-1,1,149381,98,726439,151768,99,171437,-1,572795,0,444998,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Gültige,-1,2,150219,99,280276,151798,99,19104,-1,40198,0,89236,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,CDU,1,1,50274,33,654882,59560,39,244109,-15,591001,-5,589227,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,CDU,1,2,36183,24,86833,53035,34,937878,-31,775243,-10,851045,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,SPD,2,1,48574,32,516853,48505,31,959965,0,142253,0,556888,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,SPD,2,2,49430,32,905292,40047,26,381771,23,42997,6,523521,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,FDP,3,1,13764,9,214023,8273,5,451083,66,372537,3,76294,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,FDP,3,2,15653,10,42012,13464,8,869682,16,25817,1,550438,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,AfD,4,1,,,12995,8,562411,,-8,562411,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,AfD,4,2,11329,7,541656,14675,9,667453,-22,800681,-2,125797,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,GRÜNE,5,1,21933,14,68259,10146,6,685204,116,173862,7,997386,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,GRÜNE,5,2,24183,16,98496,14052,9,257039,72,96499,6,841457,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,DIE LINKE,6,1,6375,4,267611,10714,7,59459,-40,498413,-2,791848,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,DIE LINKE,6,2,5253,3,496895,11055,7,282705,-52,483039,-3,78581,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Die PARTEI,7,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Die PARTEI,7,2,1134,0,754898,1252,0,82478,-9,42492,0,69882,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Tierschutzpartei,8,2,1986,1,32207,1445,0,951923,37,439446,0,370147,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,FREIE WÄHLER,9,1,4578,3,64647,1072,0,706341,327,52239,2,358306,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,FREIE WÄHLER,9,2,1494,0,994548,631,0,415684,136,767036,0,578864,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,PIRATEN,10,2,443,0,294903,560,0,368911,-20,892857,0,74009,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,HEIMAT (2021: NPD),11,2,125,0,83212,354,0,233205,-64,689266,0,149993,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,V-Partei³,12,2,112,0,74558,194,0,127801,-42,268041,0,53244,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,ÖDP,13,2,105,0,69898,125,0,82346,-16,0,12448,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,MLPD,14,2,34,0,22634,35,0,23057,-2,857143,0,423,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,DKP,15,2,27,0,17974,19,0,12517,42,105263,0,5457,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,dieBasis,16,1,3883,2,599393,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,dieBasis,16,2,1661,1,105719,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,du.,17,2,103,0,68567,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,50,0,33285,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Die Humanisten,19,2,131,0,87206,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Team Todenhöfer,20,2,440,0,292906,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,Volt,21,2,343,0,228333,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,DiB,22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,Partei,DiB,22,2,,,228,0,1502,,0,1502,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Übrige,1000,1,,,503,0,331427,,0,331427,,,
BT,26.09.2021,Wahlkreis,34,Osterholz – Verden,LAND,3,System-Gruppe,Übrige,1000,2,,,627,0,413049,,0,413049,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Wahlberechtigte,-4,,168927,,168101,,0,491371,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Wählende,-3,,125100,74,55657,127071,75,592055,-1,551101,-1,536398,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Ungültige,-2,1,934,0,746603,974,0,766501,-4,106776,0,19898,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Ungültige,-2,2,896,0,716227,967,0,760992,-7,342296,0,44765,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Gültige,-1,1,124166,99,253397,126097,99,233499,-1,531361,0,19898,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Gültige,-1,2,124204,99,283773,126104,99,239008,-1,506693,0,44765,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,CDU,1,1,32720,26,351819,45510,36,91263,-28,103713,-9,739444,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,CDU,1,2,31119,25,54749,47558,37,713316,-34,566214,-12,658567,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,SPD,2,1,59131,47,622538,51938,41,188926,13,849205,6,433612,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,SPD,2,2,43196,34,778268,34211,27,129195,26,263483,7,649073,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,FDP,3,1,7354,5,922716,5659,4,487815,29,952288,1,434901,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,FDP,3,2,12526,10,85021,10699,8,484267,17,76362,1,600754,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,AfD,4,1,9182,7,394939,10331,8,192899,-11,121866,0,79796,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,AfD,4,2,9945,8,6989,11671,9,255059,-14,788793,-1,248071,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,GRÜNE,5,1,10035,8,81923,6053,4,800273,65,785561,3,28165,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,GRÜNE,5,2,16857,13,572027,10068,7,983886,67,431466,5,58814,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,DIE LINKE,6,1,3010,2,424174,5219,4,138877,-42,326116,-1,714703,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,DIE LINKE,6,2,3536,2,846929,7422,5,885618,-52,357855,-3,38689,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Die PARTEI,7,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Die PARTEI,7,2,1057,0,851019,877,0,695458,20,524515,0,155562,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Tierschutzpartei,8,2,1754,1,412193,1145,0,907981,53,187773,0,504212,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,FREIE WÄHLER,9,1,2734,2,201891,1387,1,99947,97,116078,1,101944,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,FREIE WÄHLER,9,2,1433,1,153747,770,0,610607,86,103896,0,54314,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,PIRATEN,10,2,444,0,357476,396,0,314027,12,121212,0,4345,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,HEIMAT (2021: NPD),11,2,186,0,149754,447,0,354469,-58,389262,0,204716,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,V-Partei³,12,2,90,0,72461,137,0,10864,-34,306569,0,36179,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,ÖDP,13,2,107,0,86149,114,0,90402,-6,140351,0,4253,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,MLPD,14,2,14,0,11272,34,0,26962,-58,823529,0,1569,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,DKP,15,2,17,0,13687,10,0,793,70,0,5757,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,dieBasis,16,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,dieBasis,16,2,1192,0,959711,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,du.,17,2,74,0,59579,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,42,0,33815,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Die Humanisten,19,2,94,0,75682,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Team Todenhöfer,20,2,180,0,144923,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,Volt,21,2,341,0,274548,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,DiB,22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,Partei,DiB,22,2,,,138,0,109433,,0,109433,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,35,Rotenburg I – Heidekreis,LAND,3,System-Gruppe,Übrige,1000,2,,,407,0,322749,,0,322749,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Wahlberechtigte,-4,,201740,,199081,,1,335637,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Wählende,-3,,161635,80,120452,161837,81,292037,0,124817,-1,171585,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Ungültige,-2,1,1122,0,694157,1325,0,818725,-15,320755,0,124568,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Ungültige,-2,2,893,0,552479,982,0,606783,-9,63136,0,54304,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Gültige,-1,1,160513,99,305843,160512,99,181275,0,623,0,124568,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Gültige,-1,2,160742,99,447521,160855,99,393217,0,7025,0,54304,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,CDU,1,1,46711,29,10107,65223,40,634345,-28,382626,-11,533275,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,CDU,1,2,39850,24,79128,57815,35,942308,-31,73251,-11,151028,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,SPD,2,1,49773,31,8703,44017,27,422872,13,76766,3,585832,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,SPD,2,2,46765,29,93205,35377,21,993099,32,190406,7,100106,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,FDP,3,1,14395,8,968121,10458,6,515401,37,645821,2,45272,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,FDP,3,2,20426,12,70732,18839,11,71179,8,424014,0,99553,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,AfD,4,1,11007,6,857388,14826,9,236693,-25,758802,-2,379304,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,AfD,4,2,11671,7,260703,16047,9,976065,-27,269895,-2,715362,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,GRÜNE,5,1,24120,15,2682,14565,9,74088,65,602472,5,952732,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,GRÜNE,5,2,26777,16,658372,16410,10,201734,63,174893,6,456637,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,DIE LINKE,6,1,4230,2,635301,8638,5,381529,-51,30331,-2,746229,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,DIE LINKE,6,2,4682,2,912742,10117,6,289515,-53,721459,-3,376773,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Die PARTEI,7,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Die PARTEI,7,2,1193,0,742183,1238,0,769637,-3,634895,0,27454,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Tierschutzpartei,8,1,3561,2,218512,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Tierschutzpartei,8,2,2360,1,468191,1632,1,14578,44,607843,0,453613,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,FREIE WÄHLER,9,1,3515,2,189854,2785,1,735073,26,211849,0,454781,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,FREIE WÄHLER,9,2,2404,1,495564,1340,0,833048,79,402985,0,662516,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,PIRATEN,10,2,568,0,353361,475,0,295297,19,578947,0,58064,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,HEIMAT (2021: NPD),11,2,138,0,85852,358,0,222561,-61,452514,0,136709,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,V-Partei³,12,2,113,0,70299,293,0,182152,-61,433447,0,111853,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,ÖDP,13,2,141,0,87718,198,0,123092,-28,787879,0,35374,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,MLPD,14,2,23,0,14309,35,0,21759,-34,285714,0,745,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,DKP,15,2,23,0,14309,31,0,19272,-25,806452,0,4963,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,dieBasis,16,1,2850,1,775557,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,dieBasis,16,2,2452,1,525426,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,du.,17,2,95,0,59101,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,351,0,218674,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,151,0,93939,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Die Humanisten,19,2,130,0,80875,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Team Todenhöfer,20,2,433,0,269376,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,Volt,21,2,347,0,215874,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,DiB,22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,Partei,DiB,22,2,,,240,0,149203,,0,149203,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,36,Harburg,LAND,3,System-Gruppe,Übrige,1000,2,,,410,0,254888,,0,254888,,,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,System-Gruppe,Wahlberechtigte,-4,,182673,,180865,,0,999641,,,,,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,System-Gruppe,Wählende,-3,,139183,76,192431,141000,77,958698,-1,288652,-1,766267,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,System-Gruppe,Ungültige,-2,1,1546,1,110768,1382,0,980142,11,86686,0,130626,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,System-Gruppe,Ungültige,-2,2,1077,0,773801,861,0,610638,25,87108,0,163163,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,System-Gruppe,Gültige,-1,1,137637,98,889232,139618,99,19858,-1,418871,0,130626,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,System-Gruppe,Gültige,-1,2,138106,99,226199,140139,99,389362,-1,450703,0,163163,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,CDU,1,1,34287,24,911179,46740,33,477059,-26,643132,-8,565879,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,CDU,1,2,29032,21,21534,43861,31,298211,-33,809079,-10,276677,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,SPD,2,1,38784,28,178469,39169,28,54406,0,98292,0,124064,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,SPD,2,2,41262,29,877051,32865,23,451716,25,549977,6,425335,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,FDP,3,1,9513,6,911659,9245,6,621639,2,898864,0,29002,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,FDP,3,2,13241,9,587563,12959,9,247247,2,176094,0,340316,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,AfD,4,1,8603,6,2505,12131,8,688708,-29,82516,-2,438208,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,AfD,4,2,9145,6,621725,12498,8,918288,-26,828293,-2,296563,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,GRÜNE,5,1,34606,25,142948,20604,14,75741,67,957678,10,385539,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,GRÜNE,5,2,30585,22,146033,18906,13,490891,61,77404,8,655142,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,DIE LINKE,6,1,5378,3,90738,11729,8,400779,-54,147839,-4,4934,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,DIE LINKE,6,2,6328,4,581988,12705,9,65999,-50,192837,-4,484011,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,Die PARTEI,7,1,2187,1,588962,,,,,,,,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,Die PARTEI,7,2,1489,1,78157,1387,0,989732,7,354001,0,88426,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,Tierschutzpartei,8,2,1681,1,217181,1506,1,74647,11,620186,0,142534,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,FREIE WÄHLER,9,1,1561,1,134143,,,,,,,,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,FREIE WÄHLER,9,2,1161,0,840659,552,0,393895,110,326087,0,446764,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,PIRATEN,10,2,453,0,328009,486,0,346799,-6,790123,0,1879,
BT,26.09.2021,Wahlkreis,37,Lüchow-Dannenberg – Lüneburg,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
