Wahlart,Wahltag,Gebietsart,Gebietsnummer,Gebietsname,UegGebietsart,UegGebietsnummer,Gruppenart,Gruppenname,Gruppenreihenfolge,Stimme,Anzahl,Prozent,VorpAnzahl,VorpProzent,DiffProzent,DiffProzentPkt,Bemerkung,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,GRÜNE,5,2,22091,14,640855,12511,8,220375,76,572616,6,42048,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,DIE LINKE,6,1,4340,2,881175,7994,5,264336,-45,709282,-2,383162,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,DIE LINKE,6,2,4301,2,850496,9564,6,284043,-55,29276,-3,433547,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Die PARTEI,7,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Die PARTEI,7,2,1388,0,9199,1147,0,753638,21,11334,0,166261,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Tierschutzpartei,8,2,1881,1,246637,1335,0,877164,40,898876,0,369472,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,FREIE WÄHLER,9,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,FREIE WÄHLER,9,2,1620,1,73658,778,0,511186,108,226221,0,562472,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,PIRATEN,10,1,1755,1,165083,1334,0,878487,31,55922,0,286596,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,PIRATEN,10,2,691,0,457962,645,0,423798,7,131783,0,34163,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,HEIMAT (2021: NPD),11,2,175,0,115982,555,0,364664,-68,468468,0,248682,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,V-Partei³,12,2,107,0,70914,177,0,116298,-39,548023,0,45384,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,ÖDP,13,2,118,0,78205,139,0,9133,-15,107914,0,13125,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,MLPD,14,2,17,0,11267,29,0,19055,-41,37931,0,7788,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,DKP,15,2,28,0,18557,23,0,15112,21,73913,0,3445,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,dieBasis,16,1,2029,1,346982,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,dieBasis,16,2,1485,0,984187,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,du.,17,2,80,0,5302,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,42,0,27836,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Die Humanisten,19,2,119,0,78867,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Team Todenhöfer,20,2,373,0,247207,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,Volt,21,2,378,0,25052,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,DiB,22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,Partei,DiB,22,2,,,196,0,128782,,0,128782,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,System-Gruppe,Übrige,1000,1,,,232,0,15278,,0,15278,,,
BT,26.09.2021,Wahlkreis,30,Stade I – Rotenburg II,LAND,3,System-Gruppe,Übrige,1000,2,,,455,0,298959,,0,298959,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Wahlberechtigte,-4,,233253,,230151,,1,347811,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Wählende,-3,,180543,77,40222,179811,78,127403,0,407094,0,725183,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Ungültige,-2,1,1330,0,736667,1187,0,660138,12,47178,0,76529,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Ungültige,-2,2,1104,0,611489,959,0,533338,15,119917,0,78151,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Gültige,-1,1,179213,99,263333,178624,99,339862,0,329743,0,76529,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Gültige,-1,2,179439,99,388511,178852,99,466662,0,328204,0,78151,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,CDU,1,1,72523,40,467488,95815,53,640608,-24,309346,-13,17312,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,CDU,1,2,60733,33,846042,88310,49,37602,-31,227494,-15,529978,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,SPD,2,1,52309,29,188173,47107,26,372156,11,42945,2,816017,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,SPD,2,2,55461,30,907997,41983,23,473598,32,10347,7,434398,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,FDP,3,1,17466,9,745945,10089,5,648177,73,119239,4,97768,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,FDP,3,2,21101,11,759428,16181,9,47145,30,406032,2,712283,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,AfD,4,1,8993,5,18051,8949,5,9965,0,491675,0,8086,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,AfD,4,2,9235,5,146596,9701,5,424038,-4,803628,0,277442,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,GRÜNE,5,1,22562,12,589488,8900,4,982533,153,505618,7,606955,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,GRÜNE,5,2,22515,12,54744,10803,6,4019,108,414329,6,50725,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,DIE LINKE,6,1,3996,2,229749,6813,3,814157,-41,347424,-1,584408,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,DIE LINKE,6,2,3969,2,211894,8167,4,566345,-51,401984,-2,354452,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Die PARTEI,7,1,,,951,0,532403,,0,532403,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Die PARTEI,7,2,1521,0,847642,984,0,550176,54,573171,0,297466,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Tierschutzpartei,8,2,1592,0,88721,939,0,525015,69,542066,0,362194,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,FREIE WÄHLER,9,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,FREIE WÄHLER,9,2,723,0,402922,271,0,151522,166,789668,0,251401,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,PIRATEN,10,2,423,0,235735,385,0,215262,9,87013,0,20473,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,HEIMAT (2021: NPD),11,2,107,0,5963,285,0,15935,-62,45614,0,99719,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,V-Partei³,12,2,74,0,4124,127,0,71008,-41,732283,0,29769,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,ÖDP,13,2,97,0,54057,238,0,133071,-59,243697,0,79014,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,MLPD,14,2,17,0,9474,35,0,19569,-51,428571,0,10095,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,DKP,15,2,22,0,1226,27,0,15096,-18,518519,0,2836,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,dieBasis,16,1,1364,0,761106,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,dieBasis,16,2,1070,0,596303,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,du.,17,2,90,0,50156,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,23,0,12818,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Die Humanisten,19,2,132,0,73563,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Team Todenhöfer,20,2,291,0,162172,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,Volt,21,2,243,0,135422,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,DiB,22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,Partei,DiB,22,2,,,134,0,74922,,0,74922,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,31,Mittelems,LAND,3,System-Gruppe,Übrige,1000,2,,,282,0,157672,,0,157672,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Wahlberechtigte,-4,,223948,,220042,,1,775116,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Wählende,-3,,164507,73,457678,163669,74,3808,0,512009,0,923122,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Ungültige,-2,1,1321,0,803005,1550,0,947033,-14,774194,0,144028,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Ungültige,-2,2,1155,0,702098,1153,0,704471,0,173461,0,2373,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Gültige,-1,1,163186,99,196995,162119,99,52967,0,658159,0,144028,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Gültige,-1,2,163352,99,297902,162516,99,295529,0,514411,0,2373,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,CDU,1,1,80134,49,105928,93545,57,701442,-14,336416,-8,595513,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,CDU,1,2,62837,38,467236,86301,53,103079,-27,188561,-14,635843,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,SPD,2,1,33825,20,727881,32997,20,353567,2,509319,0,374314,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,SPD,2,2,40212,24,616778,28870,17,764405,39,286457,6,852374,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,FDP,3,1,14397,8,822448,8306,5,123397,73,332531,3,699051,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,FDP,3,2,19747,12,88618,15298,9,413227,29,82233,2,675391,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,AfD,4,1,12674,7,766598,12683,7,823266,0,70961,0,56668,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,AfD,4,2,12772,7,818698,13145,8,88434,-2,837581,0,269736,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,GRÜNE,5,1,17366,10,641844,7034,4,338788,146,886551,6,303056,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,GRÜNE,5,2,18093,11,76081,8207,5,49964,120,458145,6,26117,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,DIE LINKE,6,1,3542,2,170529,6640,4,95757,-46,656627,-1,925227,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,DIE LINKE,6,2,3549,2,172609,7145,4,39649,-50,328901,-2,223881,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Die PARTEI,7,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Die PARTEI,7,2,1093,0,669107,868,0,534101,25,921659,0,135006,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Tierschutzpartei,8,2,1579,0,966624,803,0,494105,96,637609,0,472519,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,FREIE WÄHLER,9,1,,,914,0,563783,,0,563783,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,FREIE WÄHLER,9,2,792,0,484843,530,0,326122,49,433962,0,158721,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,PIRATEN,10,2,474,0,290171,381,0,234438,24,409449,0,55732,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,HEIMAT (2021: NPD),11,2,104,0,63666,308,0,18952,-66,233766,0,125854,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,V-Partei³,12,2,67,0,41016,134,0,82453,-50,0,41438,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,ÖDP,13,2,80,0,48974,110,0,67686,-27,272727,0,18712,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,MLPD,14,2,12,0,7346,21,0,12922,-42,857143,0,5576,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,DKP,15,2,17,0,10407,18,0,11076,-5,555556,0,669,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,dieBasis,16,1,1248,0,764771,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,dieBasis,16,2,1088,0,666046,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,du.,17,2,92,0,5632,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,49,0,29997,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Die Humanisten,19,2,104,0,63666,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Team Todenhöfer,20,2,268,0,164063,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,Volt,21,2,323,0,197733,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,DiB,22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,Partei,DiB,22,2,,,105,0,64609,,0,64609,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,32,Cloppenburg – Vechta,LAND,3,System-Gruppe,Übrige,1000,2,,,272,0,167368,,0,167368,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Wahlberechtigte,-4,,194371,,193934,,0,225334,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Wählende,-3,,146954,75,6049,148298,76,468283,0,906283,0,863383,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Ungültige,-2,1,1460,0,993508,1480,0,997991,-1,351351,0,4482,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Ungültige,-2,2,982,0,668236,1020,0,687804,-3,72549,0,19568,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Gültige,-1,1,145494,99,6492,146818,99,2009,0,901797,0,4482,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,System-Gruppe,Gültige,-1,2,145972,99,331764,147278,99,312196,0,886758,0,19568,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,CDU,1,1,49116,33,758093,65465,44,589219,-24,97365,-10,831126,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,CDU,1,2,36915,25,289097,55833,37,909939,-33,883187,-12,620842,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,SPD,2,1,46455,31,929152,40102,27,31409,15,842103,4,615062,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,SPD,2,2,48196,33,17291,37505,25,465446,28,505533,7,551845,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,FDP,3,1,13671,9,396264,10285,7,5272,32,921731,2,390992,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,FDP,3,2,17628,12,76289,15515,10,534499,13,619078,1,541789,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,AfD,4,1,9683,6,655257,11955,8,142735,-19,4601,-1,487477,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,AfD,4,2,10372,7,105472,12434,8,442537,-16,583561,-1,337065,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,GRÜNE,5,1,19702,13,541452,11252,7,66391,75,9776,5,877541,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,GRÜNE,5,2,21139,14,481544,11992,8,142425,76,275851,6,33912,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,DIE LINKE,6,1,4029,2,769186,7759,5,284774,-48,73205,-2,515588,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,DIE LINKE,6,2,3920,2,685447,8951,6,77622,-56,206011,-3,392175,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Die PARTEI,7,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Die PARTEI,7,2,1294,0,886471,1104,0,749603,17,210145,0,136869,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Tierschutzpartei,8,2,1774,1,215302,1353,0,918671,31,116038,0,296631,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,FREIE WÄHLER,9,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,FREIE WÄHLER,9,2,1322,0,905653,668,0,453564,97,904192,0,452089,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,PIRATEN,10,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,PIRATEN,10,2,465,0,318554,476,0,323198,-2,310924,0,4644,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,HEIMAT (2021: NPD),11,2,123,0,84263,366,0,24851,-66,393443,0,164247,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,V-Partei³,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,V-Partei³,12,2,98,0,67136,191,0,129687,-48,691099,0,62551,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,ÖDP,13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,ÖDP,13,2,113,0,77412,219,0,148698,-48,401826,0,71286,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,MLPD,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,MLPD,14,2,21,0,14386,28,0,19012,-25,0,4625,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,DKP,15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,DKP,15,2,12,0,8221,17,0,11543,-29,411765,0,3322,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,dieBasis,16,1,2111,1,450919,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,dieBasis,16,2,1722,1,179678,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,du.,17,2,78,0,53435,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Wir Bürger (2021: LKR),18,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Wir Bürger (2021: LKR),18,2,39,0,26717,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Die Humanisten,19,2,118,0,80837,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Team Todenhöfer,20,2,395,0,2706,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Partei,Volt,21,2,228,0,156194,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Einzelbewerber/Wählergruppe,EB: Gums,22,1,727,0,499677,,,,,,,,
BT,26.09.2021,Wahlkreis,33,Diepholz – Nienburg I,LAND,3,Einzelbewerber/Wählergruppe,EB: Gums,22,2,,,,,,,,,,,
